"","1","2","3","4","5","6","group","tau1","tau2","tau3"
"mean",4.48662860285732,5.03866817435599,7.12159589841285,8.9011163960978,6.12435347919465,7.9579649224108,1,0.552039571498662,1.77952049768496,1.83361144321615
"mean.1",4.48329133734367,4.97429712484819,7.15549919621745,9.31261546422841,6.23497627012777,7.89885623198117,1,0.491005787504514,2.15711626801096,1.6638799618534
"mean.2",4.47566336376902,4.90408756828736,7.30689979908728,9.2429160200746,6.28659129716309,8.32308357976048,1,0.428424204518335,1.93601622098732,2.0364922825974
"mean.3",4.48814183793177,4.89959330449861,7.12099485457581,9.30858405079095,6.31451343315124,7.96818872746538,1,0.411451466566837,2.18758919621514,1.65367529431413
"mean.4",4.51961618471636,4.76638976298059,7.12968382620805,9.60511711414644,6.32090875661375,8.1300824834918,1,0.246773578264222,2.47543328793839,1.80917372687805
"mean.5",4.49757711275078,5.03834105862031,7.25002412602965,9.68280863721098,6.29419040659193,8.17972651223728,1,0.540763945869525,2.43278451118133,1.88553610564535
"mean.6",4.46095238703483,4.86953578487389,7.12003123460786,9.32643335055319,6.2441549716345,7.97974876916506,1,0.408583397839065,2.20640211594534,1.73559379753056
"mean.7",4.50299738554178,4.97344355393052,7.22891233502924,9.16689694314599,6.30892443188121,8.13443945129657,1,0.470446168388737,1.93798460811676,1.82551501941536
"mean.8",4.51352914332581,4.91286858501348,7.42744525567143,9.11223477420686,6.51713107423968,8.20975143411499,1,0.399339441687675,1.68478951853544,1.69262035987531
"mean.9",4.4882849339518,4.86568620175338,6.97747327799444,9.3060824291302,6.26592284396144,8.2720029341051,1,0.377401267801583,2.32860915113576,2.00608009014367
"mean.10",4.47229890542592,4.93527152085346,7.24309676419419,9.42747735540302,6.28731272366621,8.05930496179715,1,0.462972615427534,2.18438059120883,1.77199223813094
"mean.11",4.47596878637749,4.90514167310362,7.18855801827732,9.31578664445581,6.27648814983802,7.82661122804378,1,0.429172886726127,2.12722862617849,1.55012307820576
"mean.12",4.48123487726509,5.03291785510635,7.17694680622564,9.32836022995522,6.19617369409178,8.2849006437913,1,0.551682977841256,2.15141342372958,2.08872694969953
"mean.13",4.49490396814736,4.81379435037826,7.13985715131297,9.55271429884279,6.29105298691155,8.15738455407551,1,0.318890382230901,2.41285714752982,1.86633156716395
"mean.14",4.49573620294502,5.06840926811025,7.23716851207433,9.13592039850445,6.24931886844127,7.86961050686194,1,0.57267306516523,1.89875188643012,1.62029163842067
"mean.15",4.47546120689966,4.9663463946541,7.1121812690596,9.10768931181368,6.29675047636514,8.17074054629692,1,0.49088518775444,1.99550804275408,1.87399006993178
"mean.16",4.50236723158508,4.83261891952339,7.22406996379253,9.44867733567303,6.19786747697357,8.14437310164807,1,0.330251687938305,2.2246073718805,1.94650562467449
"mean.17",4.48257482596109,5.01621622569361,7.30454953405974,9.16145524603704,6.34488977681484,8.06826837129032,1,0.533641399732526,1.85690571197729,1.72337859447548
"mean.18",4.46392913358752,4.99737758485334,7.30694466736409,9.05345563059611,6.33330674675167,8.33158768982731,1,0.533448451265826,1.74651096323203,1.99828094307564
"mean.19",4.48755629409465,4.89679505091283,7.20169375339771,9.13378993441805,6.23002730943687,7.81002580292288,1,0.409238756818173,1.93209618102035,1.57999849348601
"mean.20",4.49113775565919,4.84852648557599,7.20640252744885,9.56319034893505,6.19724446171944,8.34875148808036,1,0.357388729916805,2.3567878214862,2.15150702636092
"mean.21",4.48912517667839,4.93806735908202,7.30750331576506,9.23770698077674,6.38767426493256,8.11151013045063,1,0.448942182403633,1.93020366501169,1.72383586551807
"mean.22",4.50321388879703,5.00626202749455,7.16011427291002,9.00149684331207,6.26353865373096,8.09139150957665,1,0.503048138697521,1.84138257040205,1.82785285584569
"mean.23",4.4771734447187,4.83927765024804,7.08723764569493,9.19651454567583,6.21791739575116,8.44695902825349,1,0.362104205529349,2.10927689998089,2.22904163250233
"mean.24",4.48232246113444,4.79052357877264,7.22777195421773,9.63126459230526,6.23299718637899,8.2229122826564,1,0.308201117638193,2.40349263808753,1.9899150962774
"mean.25",4.46177804876991,4.91233581897324,7.146443814173,9.16949641366583,6.20317536126347,8.2084240576282,1,0.450557770203326,2.02305259949283,2.00524869636473
"mean.26",4.47833944507594,4.8803527621169,7.10714065902951,9.22181358758466,6.199410230592,8.2276531423585,1,0.402013317040957,2.11467292855515,2.0282429117665
"mean.27",4.46705331142985,4.84466622792873,7.21398012004112,9.23495410483782,6.32177159818083,8.1281456131654,1,0.377612916498882,2.0209739847967,1.80637401498458
"mean.28",4.47304897472678,4.85845894891633,7.17579979589408,9.31512317059688,6.30128935544467,8.21494917075153,1,0.385409974189542,2.1393233747028,1.91365981530686
"mean.29",4.45344466203481,5.10391123016549,7.17675221695949,9.30108468287577,6.33393872569761,8.38792119441951,1,0.650466568130677,2.12433246591628,2.0539824687219
"mean.30",4.48366643903377,5.08523920292271,7.13069060331556,9.29588223148594,6.20254256794353,8.21222846445618,1,0.60157276388894,2.16519162817038,2.00968589651265
"mean.31",4.47252638166656,4.85476519412056,7.27015751276804,9.58958414319236,6.38711767624276,8.27074291969071,1,0.382238812454,2.31942663042432,1.88362524344796
"mean.32",4.51761150877381,5.01359311683427,7.33220949143242,9.32836451128836,6.25665819408363,7.93472185199576,1,0.495981608060468,1.99615501985594,1.67806365791213
"mean.33",4.50587443160081,4.97895749494882,7.20508997006691,9.70365610393617,6.33457001610395,8.17063713797318,1,0.473083063348013,2.49856613386927,1.83606712186923
"mean.34",4.48408109479712,5.01601756617443,7.27753886652334,9.4619340414671,6.31477541978712,8.25914906882871,1,0.531936471377312,2.18439517494376,1.94437364904158
"mean.35",4.47257394675632,4.86374055253807,7.15497516030548,9.2806676064153,6.29742616709231,8.4984207499254,1,0.391166605781751,2.12569244610982,2.2009945828331
"mean.36",4.48155863707692,4.99711682360885,7.35174193186652,9.58054663350611,6.44964838607935,8.37053771142441,1,0.515558186531932,2.22880470163959,1.92088932534505
"mean.37",4.46479808224734,4.90952138133968,7.15036028395955,9.28174886186433,6.29740668044652,8.31652546892389,1,0.444723299092335,2.13138857790478,2.01911878847737
"mean.38",4.43935392334657,4.98063815216394,7.20684234714478,9.24573928053371,6.31055949026239,7.87131473332481,1,0.541284228817364,2.03889693338893,1.56075524306242
"mean.39",4.49047910949259,4.98623989962227,7.11092382472095,9.33303426809745,6.26016042772266,8.02385370348981,1,0.495760790129678,2.22211044337649,1.76369327576715
"mean.40",4.4438609379319,4.85749504150043,7.19563408057385,9.41202886603658,6.30540339257494,8.29393492245342,1,0.413634103568532,2.21639478546273,1.98853152987849
"mean.41",4.49338909829184,4.96676603074712,7.18692228999924,8.99276610442126,6.28602016454319,8.3712466659513,1,0.473376932455283,1.80584381442202,2.08522650140811
"mean.42",4.47722233100283,4.92652840563974,7.22550614267752,9.18374807374701,6.28496710186635,8.17466103777846,1,0.449306074636911,1.9582419310695,1.88969393591212
"mean.43",4.49527070977031,4.87909877384516,7.22486077003388,9.28939900758739,6.36663102290461,8.42056603655931,1,0.383828064074853,2.06453823755351,2.0539350136547
"mean.44",4.47880080918168,4.79778889269445,7.07883049394285,9.38121604582767,6.25946872923528,8.3776196698932,1,0.318988083512767,2.30238555188482,2.11815094065792
"mean.45",4.49819323019706,4.98882349886599,7.08833842451577,9.47938169433798,6.24580984916972,8.0243038643326,1,0.490630268668937,2.39104326982221,1.77849401516288
"mean.46",4.47897899670526,4.78798347460737,7.2841544289129,9.5974899927035,6.30470843509894,8.41581167848157,1,0.309004477902105,2.3133355637906,2.11110324338263
"mean.47",4.48427174096999,4.80789349902669,7.21894393278682,9.54585455553238,6.35001890613355,8.40225487857307,1,0.323621758056698,2.32691062274556,2.05223597243952
"mean.48",4.49525389182206,5.16664756447346,7.23471962453959,8.97695127736649,6.25299453432097,8.10979944583017,1,0.671393672651393,1.7422316528269,1.8568049115092
"mean.49",4.47360104226666,4.87939794567029,7.20494620451683,9.04318630987073,6.33199773996397,8.14484836312285,1,0.405796903403621,1.8382401053539,1.81285062315888
"mean.50",4.49628483229418,4.93539455942319,7.22160934525158,9.1697931027709,6.22720272855747,8.24780193631006,1,0.439109727129005,1.94818375751932,2.02059920775258
"mean.51",4.50018834472207,4.96926694524691,7.1739164670057,9.16403798220497,6.35497933082175,7.52934738504109,1,0.469078600524838,1.99012151519927,1.17436805421934
"mean.52",4.48379715333137,4.87205996300697,7.21202197905731,9.31813046454726,6.26398000373345,8.04949698565562,1,0.3882628096756,2.10610848548995,1.78551698192217
"mean.53",4.44934306540816,5.02230262393974,7.24851813436031,9.26810603900613,6.25402020189484,8.09605042757489,1,0.572959558531584,2.01958790464582,1.84203022568004
"mean.54",4.46903642052776,5.1150645838927,7.23308894251903,9.53424230825037,6.3211828455333,8.62799936058085,1,0.64602816336494,2.30115336573134,2.30681651504755
"mean.55",4.51245434280843,4.87792777435284,7.18686483978212,8.86089844841369,6.22876033529798,7.92859319233065,1,0.365473431544406,1.67403360863157,1.69983285703266
"mean.56",4.47202751720192,4.97199468528645,6.96333970725613,9.33099657617462,6.22204141689336,8.51879570079154,1,0.499967168084529,2.36765686891849,2.29675428389818
"mean.57",4.47443384680092,4.96908538121198,7.21593459910313,8.98717877731014,6.22654975599149,7.98955045915893,1,0.49465153441106,1.77124417820701,1.76300070316743
"mean.58",4.4945110114538,4.94967274008965,7.23961280495348,9.41616769147776,6.4104285702377,8.21674238368216,1,0.45516172863585,2.17655488652428,1.80631381344446
"mean.59",4.47085969545677,4.82830273026326,7.03013107300891,9.81656974514852,6.17024792232767,8.40373024853572,1,0.357443034806489,2.78643867213961,2.23348232620805
"mean.60",4.49518775626819,5.27517373144715,7.07547077054069,9.3092291761573,6.24717090843311,7.82029114073766,1,0.779985975178957,2.23375840561661,1.57312023230456
"mean.61",4.47711655632526,5.0073119771491,7.17454783668543,9.52900087943595,6.25026400519342,7.86716583597641,1,0.530195420823834,2.35445304275052,1.61690183078298
"mean.62",4.46682007813854,4.86153235823971,7.20116709816779,9.95137747008031,6.27435320301898,8.16219333489268,1,0.394712280101166,2.75021037191252,1.8878401318737
"mean.63",4.47973492122052,4.97512830276265,7.17562806819512,9.72887300838653,6.28834032305175,8.28555014868255,1,0.495393381542132,2.55324494019141,1.9972098256308
"mean.64",4.47548911514461,5.03550574597387,7.24474530761431,8.65909871690915,6.43246482792991,8.48439206013422,1,0.56001663082926,1.41435340929483,2.05192723220431
"mean.65",4.47925998193427,5.02282162625069,7.29888543638699,9.64567734268752,6.37865914153281,7.66768789654304,1,0.543561644316427,2.34679190630053,1.28902875501022
"mean.66",4.49008099196757,4.96552671849412,7.26048265620875,9.52194625719644,6.29784768487218,8.23408461401035,1,0.475445726526544,2.26146360098769,1.93623692913818
"mean.67",4.48597753295682,4.99111073540069,7.27503439266599,9.54533997920223,6.27150786670903,8.64232426079558,1,0.505133202443875,2.27030558653624,2.37081639408656
"mean.68",4.47539403808396,4.90053682202757,7.06343347758925,9.08382236834779,6.30593393733505,7.95770820140179,1,0.42514278394361,2.02038889075853,1.65177426406674
"mean.69",4.48060416899457,4.87521867037408,7.1259824240265,10.0771649887259,6.28405811345317,8.4556989101669,1,0.394614501379515,2.95118256469937,2.17164079671373
"mean.70",4.48422433236369,4.9794157975602,7.25850843361102,9.34249019607541,6.30352675440974,8.06665549272791,1,0.495191465196504,2.08398176246439,1.76312873831817
"mean.71",4.48449584892465,4.90501926386228,7.25637990112436,9.55176123880489,6.24112918040055,8.17112157998653,1,0.420523414937628,2.29538133768053,1.92999239958598
"mean.72",4.49508220712,4.98580106923466,7.23769310609387,9.87614542458396,6.27746401801725,8.32095422224395,1,0.490718862114661,2.63845231849009,2.0434902042267
"mean.73",4.45881056853293,4.90242097547511,7.18917254951289,9.2018942413186,6.16610400000556,7.83554387726177,1,0.443610406942176,2.01272169180571,1.66943987725621
"mean.74",4.45560137461919,4.81568765302641,7.19093584569793,9.61449564867763,6.12733671966923,8.14084086275138,1,0.360086278407223,2.4235598029797,2.01350414308215
"mean.75",4.49177410099342,4.89902332929683,7.11671610829518,9.24548691805053,6.20855283715746,8.03434455627204,1,0.40724922830341,2.12877080975534,1.82579171911458
"mean.76",4.47790399480654,4.95544720755172,7.18951423871819,9.62362461204873,6.26417504189827,8.06920339799534,1,0.477543212745177,2.43411037333053,1.80502835609706
"mean.77",4.49598237710906,5.01671391960446,7.23746386145246,9.39316276358174,6.38436724752945,7.99669474776509,1,0.520731542495397,2.15569890212928,1.61232750023565
"mean.78",4.47998401281406,5.04230973375389,7.23658657496507,9.49715819916784,6.31530291913278,8.32045397113199,1,0.562325720939829,2.26057162420277,2.0051510519992
"mean.79",4.48680943964142,4.97658854542244,7.28423116962094,9.61204265335664,6.31787939620559,8.48423836296555,1,0.489779105781021,2.3278114837357,2.16635896675997
"mean.80",4.51202769600419,4.96338792496395,7.18551166061366,9.34635971890342,6.18392086197417,8.45577796305674,1,0.451360228959757,2.16084805828977,2.27185710108257
"mean.81",4.46902351958827,4.85389475930863,7.10677692538353,9.24410535187187,6.2125704532374,7.5788615432673,1,0.384871239720361,2.13732842648834,1.3662910900299
"mean.82",4.50499842595059,4.95475521599128,7.1817037336062,9.56709861013888,6.26620578118011,8.54284952322118,1,0.44975679004069,2.38539487653268,2.27664374204106
"mean.83",4.50385043063283,4.86665346432911,7.22456649341138,9.34403500169971,6.34313303927811,8.00893267214298,1,0.362803033696285,2.11946850828833,1.66579963286487
"mean.84",4.48685570327097,4.78446830299651,7.20112512881113,9.51122875251197,6.19569198766358,7.81914091801854,1,0.297612599725547,2.31010362370084,1.62344893035495
"mean.85",4.4768080943064,4.85967321012458,7.25191697180809,9.47472014250753,6.27424351053409,8.41688824448377,1,0.382865115818181,2.22280317069944,2.14264473394968
"mean.86",4.4788870834037,4.76196959044566,7.25208401562718,9.56706566783832,6.33065995697043,8.25820107704024,1,0.283082507041962,2.31498165221114,1.92754112006981
"mean.87",4.45344989188375,4.8483059937018,7.08393888425118,9.09709932217153,6.29623798864985,7.69617737568754,1,0.394856101818053,2.01316043792034,1.39993938703769
"mean.88",4.45887639000956,4.83130265892064,7.13038830649322,9.7838852663484,6.25789704934041,7.8518632037363,1,0.372426268911082,2.65349695985517,1.5939661543959
"mean.89",4.52447934677934,4.74585761393653,7.18361850331506,9.27464821845352,6.16661470644164,8.44143403546734,1,0.221378267157186,2.09102971513845,2.2748193290257
"mean.90",4.45994671880064,4.76081504938967,7.21933808447122,9.78356312289658,6.31399795329073,7.80478387123916,1,0.300868330589022,2.56422503842536,1.49078591794843
"mean.91",4.47818714125241,4.89325372802804,7.26008224581097,9.48150810361103,6.34347694355719,7.87620406317512,1,0.415066586775628,2.22142585780006,1.53272711961793
"mean.92",4.48204108215694,4.73979157422331,7.2062369800334,9.05342032521934,6.20764508859723,8.46925445054714,1,0.257750492066377,1.84718334518594,2.26160936194991
"mean.93",4.50324825642108,4.90566417509406,7.33789700520782,9.15371391481092,6.36143911778922,8.09168154350562,1,0.402415918672979,1.81581690960311,1.7302424257164
"mean.94",4.48278652369695,5.09537692150678,7.11166950023015,9.39517981415387,6.29845726171234,8.01372032345265,1,0.612590397809834,2.28351031392372,1.71526306174031
"mean.95",4.4656580246408,4.77772835569623,7.10535341008007,9.536023582421,6.29487199850241,8.52219249974061,1,0.312070331055426,2.43067017234093,2.2273205012382
"mean.96",4.48741403877646,5.03458852500317,7.13457641513898,8.91340398803226,6.21931329481902,7.79695934365584,1,0.547174486226708,1.77882757289327,1.57764604883682
"mean.97",4.52196653901906,4.97620613842453,7.37337398063936,9.61803554508357,6.31568700861923,8.27225962854668,1,0.454239599405466,2.24466156444421,1.95657261992745
"mean.98",4.47783270654512,4.89380082487975,7.18884996150585,9.28117489686132,6.33097157033106,8.16379017781663,1,0.415968118334622,2.09232493535547,1.83281860748556
"mean.99",4.4783547258617,4.96392723127428,7.28444336307233,9.18564918844376,6.24476699591698,7.80637140868259,1,0.485572505412579,1.90120582537143,1.56160441276561
"mean1",4.48662860285732,5.03866817435599,7.12159589841285,8.9011163960978,6.12435347919465,7.9579649224108,2,0.552039571498662,1.77952049768496,1.83361144321615
"mean.110",4.48329133734367,4.97429712484819,7.15549919621745,9.31261546422841,6.23497627012777,7.89885623198117,2,0.491005787504514,2.15711626801096,1.6638799618534
"mean.210",4.47566336376902,4.90408756828736,7.30689979908728,9.2429160200746,6.28659129716309,8.32308357976048,2,0.428424204518335,1.93601622098732,2.0364922825974
"mean.310",4.48814183793177,4.89959330449861,7.12099485457581,9.30858405079095,6.31451343315124,7.96818872746538,2,0.411451466566837,2.18758919621514,1.65367529431413
"mean.410",4.51961618471636,4.76638976298059,7.12968382620805,9.60511711414644,6.32090875661375,8.1300824834918,2,0.246773578264222,2.47543328793839,1.80917372687805
"mean.510",4.49757711275078,5.03834105862031,7.25002412602965,9.68280863721098,6.29419040659193,8.17972651223728,2,0.540763945869525,2.43278451118133,1.88553610564535
"mean.610",4.46095238703483,4.86953578487389,7.12003123460786,9.32643335055319,6.2441549716345,7.97974876916506,2,0.408583397839065,2.20640211594534,1.73559379753056
"mean.710",4.50299738554178,4.97344355393052,7.22891233502924,9.16689694314599,6.30892443188121,8.13443945129657,2,0.470446168388737,1.93798460811676,1.82551501941536
"mean.810",4.51352914332581,4.91286858501348,7.42744525567143,9.11223477420686,6.51713107423968,8.20975143411499,2,0.399339441687675,1.68478951853544,1.69262035987531
"mean.910",4.4882849339518,4.86568620175338,6.97747327799444,9.3060824291302,6.26592284396144,8.2720029341051,2,0.377401267801583,2.32860915113576,2.00608009014367
"mean.101",4.47229890542592,4.93527152085346,7.24309676419419,9.42747735540302,6.28731272366621,8.05930496179715,2,0.462972615427534,2.18438059120883,1.77199223813094
"mean.111",4.47596878637749,4.90514167310362,7.18855801827732,9.31578664445581,6.27648814983802,7.82661122804378,2,0.429172886726127,2.12722862617849,1.55012307820576
"mean.121",4.48123487726509,5.03291785510635,7.17694680622564,9.32836022995522,6.19617369409178,8.2849006437913,2,0.551682977841256,2.15141342372958,2.08872694969953
"mean.131",4.49490396814736,4.81379435037826,7.13985715131297,9.55271429884279,6.29105298691155,8.15738455407551,2,0.318890382230901,2.41285714752982,1.86633156716395
"mean.141",4.49573620294502,5.06840926811025,7.23716851207433,9.13592039850445,6.24931886844127,7.86961050686194,2,0.57267306516523,1.89875188643012,1.62029163842067
"mean.151",4.47546120689966,4.9663463946541,7.1121812690596,9.10768931181368,6.29675047636514,8.17074054629692,2,0.49088518775444,1.99550804275408,1.87399006993178
"mean.161",4.50236723158508,4.83261891952339,7.22406996379253,9.44867733567303,6.19786747697357,8.14437310164807,2,0.330251687938305,2.2246073718805,1.94650562467449
"mean.171",4.48257482596109,5.01621622569361,7.30454953405974,9.16145524603704,6.34488977681484,8.06826837129032,2,0.533641399732526,1.85690571197729,1.72337859447548
"mean.181",4.46392913358752,4.99737758485334,7.30694466736409,9.05345563059611,6.33330674675167,8.33158768982731,2,0.533448451265826,1.74651096323203,1.99828094307564
"mean.191",4.48755629409465,4.89679505091283,7.20169375339771,9.13378993441805,6.23002730943687,7.81002580292288,2,0.409238756818173,1.93209618102035,1.57999849348601
"mean.201",4.49113775565919,4.84852648557599,7.20640252744885,9.56319034893505,6.19724446171944,8.34875148808036,2,0.357388729916805,2.3567878214862,2.15150702636092
"mean.211",4.48912517667839,4.93806735908202,7.30750331576506,9.23770698077674,6.38767426493256,8.11151013045063,2,0.448942182403633,1.93020366501169,1.72383586551807
"mean.221",4.50321388879703,5.00626202749455,7.16011427291002,9.00149684331207,6.26353865373096,8.09139150957665,2,0.503048138697521,1.84138257040205,1.82785285584569
"mean.231",4.4771734447187,4.83927765024804,7.08723764569493,9.19651454567583,6.21791739575116,8.44695902825349,2,0.362104205529349,2.10927689998089,2.22904163250233
"mean.241",4.48232246113444,4.79052357877264,7.22777195421773,9.63126459230526,6.23299718637899,8.2229122826564,2,0.308201117638193,2.40349263808753,1.9899150962774
"mean.251",4.46177804876991,4.91233581897324,7.146443814173,9.16949641366583,6.20317536126347,8.2084240576282,2,0.450557770203326,2.02305259949283,2.00524869636473
"mean.261",4.47833944507594,4.8803527621169,7.10714065902951,9.22181358758466,6.199410230592,8.2276531423585,2,0.402013317040957,2.11467292855515,2.0282429117665
"mean.271",4.46705331142985,4.84466622792873,7.21398012004112,9.23495410483782,6.32177159818083,8.1281456131654,2,0.377612916498882,2.0209739847967,1.80637401498458
"mean.281",4.47304897472678,4.85845894891633,7.17579979589408,9.31512317059688,6.30128935544467,8.21494917075153,2,0.385409974189542,2.1393233747028,1.91365981530686
"mean.291",4.45344466203481,5.10391123016549,7.17675221695949,9.30108468287577,6.33393872569761,8.38792119441951,2,0.650466568130677,2.12433246591628,2.0539824687219
"mean.301",4.48366643903377,5.08523920292271,7.13069060331556,9.29588223148594,6.20254256794353,8.21222846445618,2,0.60157276388894,2.16519162817038,2.00968589651265
"mean.311",4.47252638166656,4.85476519412056,7.27015751276804,9.58958414319236,6.38711767624276,8.27074291969071,2,0.382238812454,2.31942663042432,1.88362524344796
"mean.321",4.51761150877381,5.01359311683427,7.33220949143242,9.32836451128836,6.25665819408363,7.93472185199576,2,0.495981608060468,1.99615501985594,1.67806365791213
